33,217036,1799,ESC. BÁS. N° 4532 HEROES DEL CHACO,,CAPIIBARY,CALLE PAZ DEL CHACO,RURAL,ARA PYAHU,2,,E.E.B,DIRECCIÓN,1,J. DE SANEAMIENTO,ANDE,SI,SI,POR QUE ES UN CENTRO EDUCATIVO  Y NECESITA DE ESPACIOS PAR REUNIONES Y OTRAS ACTIVIDADES CON LOS DOCENTES DE LAS ESCUELAS ASOCIADAS.,SAN PEDRO,2
34,208240,1802,ESC. BÀS. Nª 4531 VIRGEN DEL CARMEN,,CAPIIBARY,CALLE 16 DE JULIO,RURAL,ARA PYAHU,2,20,E.E.B,AULAS,2,J. DE SANEAMIENTO,ANDE,SI,SI,POR QUE LA ESCUELA NECESITA DE MÀS ESPACIOS ÀULICOS PRINCIPALMENTE PARA DIRECCIÒN Y AULA PAR PREESCOLAR.,SAN PEDRO,2
36,217042,1805,ESC.BÀS. Nª 4650 DR.J. G. R. DE FRANCIA,,CAPIIBARY,A. 26 DE FEBRERO,RURAL,A. 26 DE FEBRERO,2,164,E.E.B,AULAS,1,SENASA,ANDE,MEC,SI,AULA PARA EDUCACIÒN INICIAL Y DIRECCIÓN  PARA MEJOR CONSERVACIÓN DE LOS DOCUMENTOS.,SAN PEDRO,2
67,217048,1811,ESC. BÀS. Nª  4538 SAN JOSE,,CAPIIBARY,CALLE PAZ DEL CHACO,RURAL,ARA PYAHU,2,,E.E.B,AULAS,1,J. DE SANEAMIENTO,ANDE,SI,SI,LA ESCUELA  NO POSEE SALA PARA SECRETARIA Y TIENE EN FUNCIONAMIENTO HASTA 9ª GRADO. LA ESCUELA NECESITA UN AULA PARA 8ª Y 9ª GRADO YA QUE SON EDUCADOS DEBAJO DE UN TECHO QUE NO REUNE LAS CONDICIONES NO CUENTA CON UNA SALA PARA CRA.,SAN PEDRO,2
37,217052,1815,ESC. BÀS. Nª 4530 CARMEN SPERATTI DE MARTINEZ,,CAPIIBARY,A. 1ª DE MARZO,RURAL,A. 1ª DE MARZO,2,146,E.E.B,AULAS,3,SENASA,ANDE,MEC,SI,DEFICIT DE AULAS POR CRECIMIENTO DE MATRICULA.,SAN PEDRO,2
141,208147,1827,ESC. BÁS. N° 4970 PRIV. SUBV. CRUZ ROJA,,SAN ESTANISLAO,B° YCUA PAÍ,URBANA,B° YCUA PA'I,4,19,EI,AULAS,1,SÍ,SI,SI,SI,DEFICIT,SAN PEDRO,2
80,208237,1847,COLEGIO NAC. BARRIO REPUBLICANO,,SAN ESTANISLAO,REPUBLICANO,RURAL,,4,160,E.E.B. Y N.M.,AULAS,3,SI,SI,SI,SI,LOS ALUMNOS SE ENCUENTRAN DANDO CLASES BAJO LOS ÁRBOLES,SAN PEDRO,2
81,208237,1847,COLEGIO NAC. BARRIO REPUBLICANO,,SAN ESTANISLAO,REPUBLICANO,RURAL,,4,160,E.E.B. Y NIVEL MEDIO,AULAS,4,SI,SI,SI,SI,LOS ALUMNOS SE ENCUENTRAN DANDO CLASES BAJO LOS ÁRBOLES,SAN PEDRO,2
128,208029,1848,COL. NAC. KUARAHY RESE,,SAN ESTANISLAO,CALLE 10000 DEF. DEL CHACO,RURAL,,4,300,E.E.B. Y NIVEL MEDIO,AULAS,2,SI,SI,SI,SI,DÉFICIT,SAN PEDRO,2
137,208234,1851,COL. NAC. DE TACUARA,,SAN ESTANISLAO,TACUARA,RURAL,,4,160,E.E.B. Y NIVEL MEDIO,"DIRECCIÓN,BIBIOTECA",2,SI,SI,SI,SI,DÉFICIT,SAN PEDRO,2
108,208045,1853,COL. NAC. SANTA TERESA,,SAN ESTANISLAO,10000 SANTA TERESA,RURAL,,4,190,"E.I., E.E.B. Y NIVEL MEDIO",BIBLIOTECA,1,SI,SI,SI,SI,DÉFICIT,SAN PEDRO,2
95,208078,1863,COL. DR. RAÚL PEÑA,,SAN ESTANISLAO,GUAICA,RURAL,,4,83,E.E.B.,AULAS,2,SI,SI,SI,SI,DÉFICIT,SAN PEDRO,2
136,208036,1876,COL. NAC. SAN JOSÉ,,SAN ESTANISLAO,CALLE 8000 DEF. DEL CHACO,RURAL,,4,25,NIVEL MEDIO,DIRECCIÓN,1,SI,SI,SI,SI,DÉFICIT,SAN PEDRO,2
16,217061,1881,ESC. BÁS. N° 4649 DON CARLOS ANTONIO LÓPEZ,,CAPIIBARY,12 DE JUNIO,RURAL,BERNARDINO CABALLERO,2,125,,AULAS,4,POTABLE,ANDE,MEC,SI,POR QUE NO CONTAMOS CON AULAS ADECUADA Y ALGUNOS GRADOS ESTA AFUERA DANDO CLASE.,SAN PEDRO,2
20,217059,1882,ESC. BÁS. N° 4651 SANTO DOMINGO,,CAPIIBARY,CALLE SANTO DOMINGO,RURAL,,2,82,E.E.B,AULAS,,CORRIENTE,ANDE,MEC,SI,"LA INSTITUCIÓN CUENTA CON AULAS DE TECHO CON FIBRAS DE CEMENTOS AGUJEREADOS POR EL TEMPORAL, PAREDES DE TABLAS DETERIORADAS, LA MISMA ATENTA CONTRA LA INTEGRIDAD DE LOS EDUCANDOS.",SAN PEDRO,2
28,2170082,1883,ESC. BÁS. N° 4648 E. R. FERNANDEZ,,CAPIIBARY,A. 11 DE SEPTIEMBRE,RURAL,A. 11 DE SEPTIEMBRE,2,,E.E.B,AULAS,4,SENASA,ANDE,EN GESTIÓN,SI,PARA ALBERGAR A MÁS ALUMNOS.,SAN PEDRO,2
32,217063,1884,ESC. BÁS. N° 4655 CNEL. J. F. LÓPEZ,,CAPIIBARY,A. 3 DE NOBIEMBRE,RURAL,A. 3 DE NOVIEMBRE,2,227,E.E.B,AULAS,4,SI,SI,SI,SI,DEVIDO A QUE LA MAYORIA DE LOS GRADOS FUNCIONA EN AULAS DE MADERA Y NO CUENTA CON LOS ESPACIOS Y COMODIDADES REQUERIDO Y UN ESPACIO PARA LA. DIRECCIÓN YA QUE ESTAMOS IMPROVISANDO DICHO ESPACIO EN UN AULA DE MADERA PRECARIA.,SAN PEDRO,2
147,208174,1894,ESC. BÁS. N° 7244 PRIV SUBV SAN LUIS,,SAN ESTANISLAO,MONTE ALTO,URBANA,MONTE ALTO,4,48,EI,AULAS,1,SÍ,SI,SI,SI,DEFICIT,SAN PEDRO,2
25,217066,1897,ESC. BÁS. N° 6019 SANTA LUCIA,,CAPIIBARY,A. 11 DE SEPTIEMBRE,RURAL,11 DE SEPTIEMBRE ,2,,E.E.B,AULAS,1,CORPOSANA,ANDE,NO,SI,NO CUENTA CON SALAS DE CLASE.,SAN PEDRO,2
130,208055,1902,COL. NAC. SAN PEDRO APOSTOL,,SAN ESTANISLAO,TACURUTY,RURAL,,4,240,E.E.B. Y NIVEL MEDIO,AULAS,2,SI,SI,SI,SI,DÉFICIT,SAN PEDRO,2
10,217068,1906,ESC. BÀS. Nª 7113 PRIV. SUBV. JUAN PABLO II,,CAPIIBARY,B° MARIA AUXILIADORA,URBANA,B° MARIA AUXILIADORA,2,130,E.E.B,AULAS,3,CORPOSANA,ANDE,DIÓCESIS DE SAN PABLO APÓSTOL,,NECESITAMOS MÁS CONSTRUCCIÓN DE AULA POR LA CANTIDAD DE ALUMNOS QUE TENEMOS.,SAN PEDRO,2
85,208197,1918,"ESC. BÁS. N° 6621 ""VIRGEN DE CA´ACUPE""",,SAN ESTANISLAO,BO 8 DE DICIEMBRE,URBANA,,4,151,E.I. Y E.E.B.,AULAS,7,SI,SI,SI,SI,DÉFICIT,SAN PEDRO,2
87,208198,1919,"ESC. BÁS. N°6620 ""SAN BLÁS""",,SAN ESTANISLAO,BO SAN BLÁS,URBANA,,4,16,E.I.,AULAS,1,SI,SI,SI,SI,DÉFICIT,SAN PEDRO,2
88,208198,1919,"ESC. BÁS. N°6620 ""SAN BLÁS""",,SAN ESTANISLAO,BO SAN BLÁS,URBANA,,4,,E.E.B.,DIRECCIÓN,1,SI,SI,SI,SI,DÉFICIT,SAN PEDRO,2
38,217060,1921,ESC. BÀS. Nª 5012 SAN EUGENIO ,,CAPIIBARY,SAN EUGENIO ,RURAL,1º DE MARZO,2,107,E.E.B,AULAS,5,SI,SI,SI,SI,EN UN AMBIENTE ADECUADO EL APRENDISAJE ES MÀS RAPIDO.,SAN PEDRO,2
3,210013,1943,ESC. BÁS.Nº13686,,TACUATI,ÑU RUGUA,RURAL,ÑU RUGUA,1,49,E.E.B,AULAS,2,SI,SI,SI,SI,NUEVA CONSTRUCCIÓN,SAN PEDRO,2
90,211012,1975,"ESC. BÁS Nº3775 ""AGUSTÍN BARRIOS""",3775,SAN ESTANISLAO,SOTO CUÉ,RURAL,,4,60,E.E.B.,AULAS,1,SI,SI,SI,SI,DÉFICIT,SAN PEDRO,2
185,021 2009,1984,"ESC. BÁSICA Nº 2738 ""SAN ISIDRO",,25 DE DICIEMBRE,SAN ISIDRO,RURAL,,7,55,E.I. Y E.E.B.,AULAS,3,J. DE SANEAMIENTO,ANDE,SI,SI,FUNCIONA EN ESPACIO MUY REDUCIDO ,SAN PEDRO,2
194,021 2013,1993,"ESC. BÀS.Nº 656 ""DR. FERNANDO DE LA M.",,25 DE DICIEMBRE,MBOIY,RURAL,,7,19,E.I,AULAS,1,J. DE SANEAMIENTO,ANDE,SI,SI,FUNCIONA EN ESPACIO MUY REDUCIDO ,SAN PEDRO,2
197,021 2013,1993,"ESC.BÀS.Nº 656 ""DR.FERNANDO DE LA M",,25 DE DICIEMBRE,MBOIY,RURAL,,7,,E.E.B.,"SALA  P/INFORMATICO ,CERCADO",1,J. DE SANEAMIENTO,ANDE,SI,SI,FUNCIONA EN ESPACIO MUY REDUCIDO ,SAN PEDRO,2
183,021 2032,2002,"COLEGIO NACIONAL ""SAN PABLO""",,25 DE DICIEMBRE,SAN ISIDRO,RURAL,,7,45,N.M.,AULAS,3,J. DE SANEAMIENTO,ANDE,EN GESTIÓN,SI,LOS 3 CURSOS FUNCIONAN BAJO ÁRBOLES,SAN PEDRO,2
184,021 2010,2003,"COLEGIO NACIONAL ""SAN JUAN""",,25 DE DICIEMBRE,COLONIA NAVIDAD,RURAL,,7,123,COMPARTIDO,AULAS,4,J. DE SANEAMIENTO,ANDE,SI,SI,EL COLEGIO NO CUENTA CON AULAS PROPIOS,SAN PEDRO,2
195,021 2030,2005,COL. NAC. INMACULADA CONCEPCIÒN,,25 DE DICIEMBRE, POTRERO YBATÈ,RURAL,,7,,N.M.,DIRECCIÓN,1,J. DE SANEAMIENTO,ANDE,SI,SI,FUNCIONA EN ESPACIO MUY REDUCIDO ,SAN PEDRO,2
45,_,2045,ESC. BÁS. N° 997 VIRGEN DE FÁTIMA,,GRAL. RESQUÍN,VIRGEN DE FATIMA,URBANA,,8,575,E.E.B,AULAS,3,SENASA,ANDE,MEC,SI,POR NECESIDAD,SAN PEDRO,2
42,_,2046,COLEGIO  NAC.GRAL RESQUIN,,GRAL. RESQUÍN,VIRGEN DE FATIMA,RURAL,,8,240,3º  C.E.E.B,AULAS,1,SENASA,ANDE,MEC,SI,NECESIDAD POR CANT. DE ALUMNOS,SAN PEDRO,2
28,214002,2047,ESC. 4129 MARIA AUXILIADORA,,GRAL. RESQUÍN,MAÍA AUXILIADORA,RURAL,SAN VICENTE,8,135,E.E.B,AULAS,3,SENASA,ANDE,MEC,SI,PARA ALBERGAR A MAS ALUMNOS,SAN PEDRO,2
