44,,,ESC. BÁS. Nº 550 SANTA TERESITA,550,ITAKYRY,SANTA TERESITA,RURAL,SANTA TERESITA,5,35,E.E.B 1º Y 2º C.,1,POZO ARTESIANO,ANDE,M.E.C.,SI,EL SANITARIO QUE CUENTA ES INSUFICIENTE,ALTO PARANA,10
47,,,ESC. BÁS. Nº 676 DOÑA C. D. P. VDA. DE CACERES,676,ESCOBAR,YPAHU,RURAL,,1,135,E.E.B,6,SI,SI,SI,SI,EXISTENTES EN ESTADO DE DETERIORO,PARAGUARI,9
15,,,ESC. BÁS. Nº 841 SAGRADO CORAZON DE JESUS.,841,CONCEPCION,INMACULADA,URBANA,,1,100,E.I Y E.E.B,2,ESSAP,ANDE,EN GESTIÓN,,COMPARTEN CON LOS OTROS GRADOS,CONCEPCION,1
22,,,ESC. BÁS. N° 899 ROBERT F. KENNEDY,899,YBYCUÍ,RINCÓN GUAZÚ,URBANA,,R4Z7,135,COMPARTIDO,3,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,NOTIENE UN SANITARIO ADECUADO,PARAGUARI,9
131,,,"ESC.BÁS.Nº 934 ""ALFONSO GAMARRA""",934,LA COLMENA,PINDOTY,URBANA,,R1,20,E.E.B,2,RIEGO ARTIFICIAL,ANDE,NO,SI,LETRINA COMÚN,PARAGUARI,9
5,,,ESCUELA BÁSICA Nº 1.006 GRAL. BERNARDINO CABALLERO,1006,SANTÍSIMA TRINIDAD,ASUNCIÓN,URBANA,,2,533,E.E.B.,3,ESSAP,ANDE,M.E.C.,SI,NO CUENTAN CON BAÑOS SEXADOS,CAPITAL,0
6,1702008,9140,ESCUELA BÁSICA Nº 1.154 CEFERINO NAMUNCURÁ,1154,CARMELO PERALTA,PUERTO CUCAANI,RURAL,,2,6,E.E.B,3,AGUA DE RIO,ANDE,COMUNITARIO,SI,SOLO CUENTA CON LETRINA,ALTO PARAGUAY,17
47,,,ESC. BAS. Nº 1266 SAN SEBASTIÁN,1266,HORQUETA,PEGUAJHO GUAZÚ,RURAL,,3,120,"E.I., E.E.B Y NIVEL MEDIO",1,CORPOSANA,ANDE,SI,SI,PARA MEJOR SERVICIO SANITARIO,CONCEPCION,1
1,1409001,9670,ESC. BÁS. N° 1280 SAN FCO. DE ASÍS.,1280,LA PALOMA,SANTA ROSA,URBANA,,1,25,E.I.,2,POTABLE,ANDE,SI,SI,NO CUENTAN CON SANITARIO ACORDE A LA EDAD,CANINDEYU,14
16,,,"ESC.BÁS.N° 1327 ""CRISTO REY""",1327,YABEBYRY,GUARDIA CUÉ,URBANA,,3,,E.I,2,POZO ARTESIANO,ANDE,PRIVADO,SI,SE NECESITA BAÑO PARA LOS /AS NIÑOS/AS DE LA EDUCACIÓN INICIAL,MISIONES,8
77,,,ESC BAS Nº 1420 NIÑO JESUS,1420,STA ROSA DEL MBUTUY,TAPIRACUAI L,RURAL,,9,62,E.I. Y E.E.B 1º Y 2º C,2,SENASA,ANDE,EN GESTIÓN,SI,DEFICIT. EL EXISTENTE ES UNA LETRINA COMÚN.,CAAGUAZU,5
32,,10625,ESC. BÁSICA Nº 1.723 LIC. ANDRÉS TADEO MOREL C.,1723,LORETO,LAGUNA,RURAL,,2,143,E.I - E.E.B - N.M,1,SENASA,ANDE,M.E.C.,SI,EL SANITARIO ACTUAL ESTÁ EN PÉSIMO ESTADO,CONCEPCION,1
31,,,ESCUELA BÁSICA Nº 1.737 SAN VICENTE DE PAÚL,1737,SANTÍSIMA TRINIDAD,ASUNCIÓN,URBANA,,2,596,E.E.B,2,ESSAP,ANDE,MUNICIPAL,SI,DETERIORO POR USO EXCESIVO,CAPITAL,0
6,502017,3299,"ESC. BÁS. Nº 1738 ""DOÑA VISITACIÓN GIMÉNEZ""",1738,CAAGUAZÚ,TORO BLANCO,RURAL,,4,500,N.I. Y E.E.B,6,ESSAP,SI,SI,SI,DÉFICIT PARA EL NIVEL,CAAGUAZU B,5
44,101075,10658,ESC. BÁS. Nº 2.075 PABLO TADEO CARDÚZ,2075,LORETO,COSTA FERREIRA,URBANA,,2,40,"1º,2º Y 3º CICLO",1,POZO ARTESIANO,SI,SI,SI,SOLO SE CUENTA CON LETRINA EN LA INSTITUCIÓN,CONCEPCION,1
2,,,ESC.BAS. Nº 2124 RCA. FEDERATIVA DEL BRASIL.,2124,P.J.C,DEFENSORES DEL CHACO,URBANA,,1,81,E.I.YEB,4,POZO COMÚN,NO,NO,SI,EL BAÑO ACTUAL ES MUY PRECARIO Y DETERIORADO,AMAMBAY,13
94,,,ESC. BÁS. Nº 2292,2292,YBYCUÍ,PASO PINDÓ,RURAL,,4,25,E.E.B.,2,MANANTIAL,ANDE,EN GESTIÓN,SI,LAS INSTITUCIÓN NO CUENTA CON SANITARIOS ACORDE A LAS NECESIDADES Y EXIGENCIAS.,PARAGUARI,9
12,,,ESC. BAS. Nº2318 SAN ALFONSO MARIA DE LIGORIO,2381,P.J.C,COLONIA CORA'I,RURAL,,1,29,1º Y2º CICLOS,2,POZO ARTESIANO,ANDE,EN GESTIÓN,SI,CUENTA COM LETRINA EN DETERIORO E INSALUBRE,AMAMBAY,13
7,217025,1788,ESC. BÁS. N° 2481 MCAL. F.S.LÓPEZ.,2481,CAPIIBARY,1° DE MAYO,RURAL,,2,60,E.E.B,4,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,POR NO CONTAR CON SANITARIO DIFERENCIADO EN LA SALA DE CLASE DE JADIN Y PREESCOLAR.,SAN PEDRO SUR,2
20,,,ESC. BÁS. Nº 2508 ARQ. TOMÁS ROMERO PEREIRA,2508,TOMÁS ROMERO P.,NATALIO KM. 40 - Bº PERPETUO SOCORRO,URBANA,,R4 Z2,360,"E.E.B 1º, 2º Y 3º C",5,ESSAP/SENASA,ANDE,M.E.C.,SI,SE CUENTA CON DOS BAÑOS Y FALTA MÁS POR EL CRECIMIENTO DE LA CANTIDAD DE ALUMNOS,ITAPUA,7
15,,,ESC. BÁS. Nº 2939 VIRGEN SERRANA,2939,CAPITÁN BADO,—,RURAL,CNIA. PIRAU,3,70,E.E.B,2,CORRIENTE,ANDE,FISCAL,SI,SE CUENTA SOLAMENTE CON LETRINAS.,AMAMBAY,13
20,1410028,9725,ESCUELA BÁSICA Nº 2941,2941,NVA. ESPERANZA,TACURUTI,RURAL,TACURUTI,8,40,1º Y 2º CICLOS,2,POZO ARTESIANO,ANDE,NO,SI,SOLO CUENTA CON LETRINA COMUN,CANINDEYU,14
67,520005,3811,ESC. BÁS. Nº 3109 MARÍA AUXILIADORA,3109,VAQUERÍA,CURUZU'I,RURAL,,10,70,E.E.B,1,SENASA,ANDE,SI,SI,LA INSTITUCION UTILIZA LETRINA,CAAGUAZU B,5
17,511080,3868,ESC. BÁS. Nº 3128 SAN ALBERTO,3128,YHÚ,MCAL. LÓPEZ,RURAL,,10,215,E.E.B,2,POZO COMÚN,ANDE,SI,SI,LA INSTITUCION UTILIZA LETRINA,CAAGUAZU B,5
34,511081,3869,ESC. BÁS. Nº 3129 NUEVA ESPERANZA,3129,YHÚ,PIKETE'I,RURAL,,10,140,E.E.B,2,POZO COMÚN,ANDE,SI,SI,LA INSTITUCION UTILIZA LETRINA,CAAGUAZU B,5
7,502008,3291,ESC. BÁS. Nº 3305 SANTA ISABEL,3305,CAAGUAZÚ,Bº SANTA ISABEL,RURAL,,4,419,E.E.B,7,POZO ARTESIANO,SI,SI,SI,DÉFICIT PARA EL NIVEL,CAAGUAZU B,5
50,507038,3661,ESC. BÁS. Nº 3428 NIÑOS M. DE ACOSTA ÑU,3428,REPATRIACIÓN,SAN MIGUEL,RURAL,,R2ZB,90,"E.E.B, E.I.",2,POZO ARTESIANO,ANDE,SI,SI,NECESITA SANITARIO EXCLUSIVO PARA EI,CAAGUAZU B,5
46,511084,3872,ESC. BÁS. Nº 3751  SAN JOSÉ,3751,YHÚ,SIDEPAR,RURAL,,10,100,E.E.B,2,POZO COMÚN,ANDE,SI,SI,LA INSTITUCION UTILIZA LETRINA,CAAGUAZU B,5
45,511092,3880,ESC. BÁS. Nº 3759 CRISTO REY,3759,YHÚ,SIDEPAR,RURAL,,10,100,E.E.B,2,POZO ARTESIANO,ANDE,SI,SI,LA INSTITUCION UTILIZA LETRINA,CAAGUAZU B,5
76,208013,1693,ESC. BÁS. N° 3772 VIRGEN DE FÁTIMA,3772,SAN ESTANISLAO,VIRGEN DE FÁTIMA,URBANA,VIRGEN DE FÁTIMA,4,187,E.I. Y E.E.B,4,SI,SI,SI,SI,DEFICIT,SAN PEDRO SUR,2
73,,,ESC BAS Nº 3796 SAN JOSE OBRERO,3796,STA. ROSA DEL MBUTUY,SAN JOSE  OBRERO,RURAL,,9,316,"E.I. ,E.E.B 1º AL 3º C",4,POZO ARTESIANO,ANDE,SI,SI,DEFICIT. NO ABASTECE EL ACTUAL,CAAGUAZU,5
93,511094,3882,ESC. BÁS. Nº 3897 OSCAR C. OCAMPOS,3897,YHÚ,SIDEPAR,RURAL,,10,40,E.E.B,1,SENASA,ANDE,EN GESTIÓN,SI,LA INSTITUCION UTILIZA LETRINA,CAAGUAZU B,5
24,,11697,"ESC. BÁS. N° 4000  ""14 DE MAYO""",4000,SANTA ROSA,ASENT. KARAPA I,RURAL,KARAPA I,4,714,E.E.B,6,SENASA,ANDE,EN GESTIÓN,SI,POR DÉFICIT.,SAN PEDRO,2
111,502116,3398,"ESC. BÁS. Nº 4012 ""IVAN BENJAMÍN A. AGUILAR""",4012,CAAGUAZÚ,Bº EMPALADO MI,RURAL,,4,25,N.I.,1,PRIVADO,SI,SI,SI,DÉFICIT PARA EL NIVEL,CAAGUAZU B,5
52,502110,3392,ESC. BÁS. Nº 4026 SAN LUIS,4026,CAAGUAZÚ,Bº SAN RAMÓN,RURAL,,4,90,E.E.B,2,PRIVADO,SI,EN GESTIÓN,SI,DÉFICIT PARA EL NIVEL,CAAGUAZU B,5
22,511078,3866,ESC. BÁS. Nº 4122 ESPÍRITU SANTO,4122,YHÚ,CAMBILO CUE,RURAL,,10,180,E.E.B,2,POZO COMÚN,ANDE,EN GESTIÓN,SI,LA INSTITUCION UTILIZA LETRINA,CAAGUAZU B,5
20,507054,3677,ESC. BÁS. Nº 4163 RAZA GUARANÍ,4163,REPATRIACIÓN,CAÑADA,RURAL,,R2ZB,206,"E.E.B, E.I.",1,SENASA,ANDE,SI,SI,POR DÉFICIT,CAAGUAZU B,5
118,502101,3383,"ESC. BÁS. Nº 4361 ""SAN ISIDRO LABRADOR""",4361,CAAGUAZÚ,Bº SAN ISIDRO - TORO BLANCO,RURAL,,4,16,N.I.,1,PRIVADO,SI,SI,SI,DÉFICIT PARA EL NIVEL,CAAGUAZU B,5
97,722006,10305,"ESC. BÁS. Nº 4471 ""SAN MIGUEL""",4471,TRINIDAD,SAN MIGUEL,URBANA,,R1 Z2,153,E.E.B,4,ESSAP,ANDE,SI,SI,"CUENTA CON TAN SÓLO DOS SANITARIOS, PARA LA POBLACIÓN DE ALUMNOS",ITAPUA,7
36,520026,3914,ESC. BÁS. Nº 4618 SAGRADA FAMILIA,4618,YHÚ,8 DE DICIEMBRE,RURAL,,10,130,E.E.B,1,SENASA,ANDE,SI,SI,LA INSTITUCION UTILIZA LETRINA,CAAGUAZU B,5
75,208005,1685,ESC. BÁS. N° 4977 SAN ROQUE G. DE SANTA CRUZ,4977,SAN ESTANISLAO,YCUA PA'I,URBANA,YCUA PA'I,4,25,E.I.,2,SI,SI,SI,SI,DEFICIT,SAN PEDRO SUR,2
16,,11707,ESC. BÁS. N° 5006 SAN ISIDRO,5006,SANTA ROSA,ASENT. KARAPA I,RURAL,KARAPA I,4,86,E.E.B,2,SENASA,ANDE,EN GESTIÓN,SI,POR DÉFICIT.,SAN PEDRO,2
76,,,ESC. BÁS. Nº 5027 SANTA LIBRADA,5027,PIRIBEBUY,CÑIA. ITA YBU,RURAL,,3,60,E.I. Y E.E.B.,2,POZO ARTESIANO,ANDE,NO,SI,NO CUENTA CON BAÑO SEXADO,CORDILLERA,3
116,502145,3464,"ESCUELA BÁSICA Nº 5029 ""SANTA TERESA DEL NIÑO JESÚS""",5029,CAAGUAZÚ,ASENT. EL TRIUNFO,RURAL,EL TRIUNFO,4,20,N.I.,2,ESSAP,SI,EN GESTIÓN,SI,DÉFICIT PARA EL NIVEL,CAAGUAZU B,5
3,,,"ESC. B. N° 5081 "" MOISÉS SANTIAGO BERTONI""",5081,CAACUPÉ,POTRERO PO'I,RURAL,,3,120,E.I Y E.E.B.,3,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,CRECIMIENTO POBLACIONAL,CORDILLERA,3
114,,,ESC. BÁS. Nº 5096 MTRA. PATRICIA CONCEPCIÓN BENJAMÍN,5096,TOBATÍ,SANTA LUCÍA,RURAL,,2,69,1° Y 2° CICLO E.E.B,2,ESSAP,ANDE,M.E.C.,SI,"PARA SEPARAR Y PROTEGER A LOS NIÑOS MÁS PEQUEÑOS YA QUE LOS DEL 3 º CICLO TIENEN OTROS INTERESES, CAMBIOS FÍSICOS, PSICOLÓGICOS Y CONDUCTUALES PROPIOS DE LA EDAD.",CORDILLERA,3
10,,,ESC. BÁS. N° 5147,5147,ABAI,C. DE JESÚS,RURAL,,4,130,E.E.B,2,SI,ANDE,SI,SI,PRECARIEDAD DE LA LETRINA,CAAZAPA,6
7,,,"ESC.BÁS. N° 5252""ALEJANDRO F.ESCOBAR""",5252,AYOLAS,ASENT.MISIONES POTY,RURAL,MISIONES POTY,3,,COMPARTIDO,4,SENASA,ANDE,INDERT,SI,MEJORAR EL NIVEL SANITARIO DE LA POBLACIÓN ESCOLAR,MISIONES,8
21,,,"ESC, BÁS. Nº 5362 SAN JOSÉ",5362,PARAGUARÍ,CHOLOLÓ,RURAL,,1,117,INICIAL Y E.E.B,5,SI,SI,SI,SI,SÓLO POSEE LETRINA,PARAGUARI,9
33,1403074,9483,ESC. BAS. N° 5737 JULIA AGASSI BARAZETTI,5737,CURUGUATY,YVY PYTA,RURAL,YGATIMI,2,250,E.E.B.,2,SI,SI,SI,SI,DEFICIT,CANINDEYU,14
111,,,ESC. BÁS. Nº 5948 SAN FRANCISCO,5948,YATAITY DEL N.,YATAITY DEL NORTE,RURAL,SAN FRANCISCO,8,57,E.E.B,3,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,PRECARIO,SAN PEDRO SUR,2
9,1403202,11294,ESC. BAS. N° 6146 DEF. DEL CHACO,6146,CURUGUATY,B° SAN MIGUEL,RURAL,B° SAN MIGUEL,2,372,E.E.B.,10,SI,SI,SI,SI,DEFICIT,CANINDEYU,14
23,,19964,ESC. BAS. Nº 6396 PILAR KUE,6396,VILLA HAYES,ESTANCIA,RURAL,,R4,20,NIVEL 1,2,,,,SI,BAÑO EN DESUSO,PDTE HAYES,15
83,511119,3913,ESC. BÁS. Nº 6406 SAN JOSÉ,6406,YHÚ,PATRIMONIO,RURAL,,10,50,E.E.B,1,POZO ARTESIANO,ANDE,EN GESTIÓN,SI,LA INSTITUCION UTILIZA LETRINA,CAAGUAZU B,5
120,,,ESC. BÁS. Nº 6448 SAN JOSÉ OBRERO,6448,TOBATÍ,SAN JOSÉ OBRERO,RURAL,,2,20,E.I.,1,ESSAP,ANDE,M.E.C.,SI,EL NIVEL INICIAL NECESITA BAÑOS ADECUADOS.,CORDILLERA,3
90,,,ESC.BAS.Nº 6468 NIÑO JESUS,6468,HERNANDARIAS,ASENTAMIENTO NIÑO JESUS,RURAL,ASENTAMIENTO NIÑO JESUS,2,200,E.I Y E.E.B,2,POZO ARTESIANO,ANDE,M.E.C.,SI,CONSTRUCCIÓN NUEVA DIFERENCIADO POR SEXO,ALTO PARANA,10
22,1407085,9754,ESC. BAS. N° 6471 WILFRIDO H. MARTINEZ,6471,FCO. CAB. ALV.,BARRIO OBRERO,RURAL,,1,258,E.E.B,8,SENASA,ANDE,SI,SI,,CANINDEYU,14
47,502188,11424,"ESC. BÁS. Nº 6523 ""SAN BLÁS""",6523,CAAGUAZÚ,Bº SAN BLÁS,RURAL,,4,97,E.E.B,4,PRIVADO,SI,NO,SI,DÉFICIT DE AULA,CAAGUAZU B,5
11,,11835,ESC. BÁS. N° 6551 SAN LORENZO,6551,SANTA ROSA,ASENT KARAPA I,RURAL,KARAPA I,4,106,E.E.B,2,SENASA,ANDE,SI,SI,POR DÉFICIT.,SAN PEDRO,2
2,,,"CENTRO INFANTIL Nº6562 PRIVADO SUBVENCIONADO "" SEMILLITA""",6562,SAN JUAN BAUTISTA,SAN JUAN BAUTISTA,URBANA,,1,35,E.I.,6,ESSAP,ANDE,PRIVADO,SI,"ES UNA NECESIDAD URGENTE, YA QUE ES UN COMPLEJO EDUCATIVO",MISIONES,8
10,,,ESC. BAS. Nº 6667 DIVINA MISERICORDIA,6667,MINGA GUAZÚ,KM. 25 MONDAY,RURAL,,2B,200,E.E.B,2,POZO ARTESIANO,ANDE,NO,SI,POR EL AUMENTO DE LA CANTIDAD DE ALUMNOS MATRICULADOS QUE YA NO ABASTECEN LOS SANITARIOS  ACTUALES,ALTO PARANA,10
27,,,ESCUELA BÁS. Nº 6668 SAN MIGUEL,6668,MINGA GUAZÚ,KM. 16 ACARAY,RURAL,,2B,218,E.I Y E.E.B,4,POTABLE,ANDE,MUNICIPAL,SI,POR EL AUMENTO DE LA CANTIDAD DE ALUMNOS MATRICULADOS QUE YA NO ABASTECEN LOS DOS SANITARIOS,ALTO PARANA,10
104,502136,3455,ESC. BAS. N° 7166 SAN JUAN BAUTISTA,7166,CAAGUAZU,12 LINEA TEBIKUARYMI,RURAL,,R1ZB,30,E.E.B  1°Y  2°  CICLO,2,POZO COMÚN,NO,NO,SI,SOLO SE CUENTA CON UNA VIEJA LETRINA,CAAGUAZU B,5
127,502136,3455,ESC. BAS. N° 7166 SAN JUAN BAUTISTA,7166,CAAGUAZU,12 LINEA TEBIKUARYMI,RURAL,,R1ZB,10,E.I.,2,POZO COMÚN,NO,NO,SI,SOLO SE CUENTA CON UNA VIEJA LETRINA,CAAGUAZU B,5
25,,,ESC. BÁS. Nº 7245 SAN ANTONIO DE P.,7245,MBARACAYÚ,KM 19,RURAL,KM 19,6,28,E.E.B.,1,POZO COMÚN,ANDE,NO,SI,CUENTA SOLO CON LETRINA,ALTO PARANA,10
3,,,ESC BAS 2089 DON VICENTE,,CONCEPCION,RINCON'I,RURAL,,1,120,E.E.B,2,POZO ARTESIANO,ANDE,EN GESTIÓN,,YA NO ABASTECE,CONCEPCION,1
3,,,ESCUELA BÁSICA Nº 7473 PEDRO PABLO ROMERO,7473,YAGUARÓN,PIRAYÚ CALLE,RURAL,,1,165,INICIAL Y E.E.B,2,SENASA,ANDE,M.E.C.,SI,POCOS SANITARIOS PARA LA CANTIDAD DE ALUMNOS EN LA INSTITUCIÓN,PARAGUARI,9
29,,,ESC. BÁS. Nº 7559 SAN PEDRO,7559,ARROYOS Y ESTEROS,GRAL. DÍAZ,URBANA,SAN PEDRO,1,51,E.E.B,3,POZO ARTESIANO,ANDE,NO,SI,LA ESCUELA SOLO CUENTA CON LETRINA COMÚN,CORDILLERA,3
51,,,ESC. BÁS. Nº 7786 TAJY POTY,7786,ITAKYRY,ASENT. PORVENIR BASE 1 CHINO´I,RURAL,PORVENIR BASE 1 CHINO´I,5,80,E.E.B 1º Y 2º C.,1,POZO COMÚN,ANDE,NO,SI,POR DFICIT,ALTO PARANA,10
52,,,ESC. BÁS. Nº 7787 SAN PEDRO,7787,ITAKYRY,ASENT. SAN PEDRO 6ª LÍNEA,RURAL,SAN PEDRO,5,70,"E.E.B 1º, 2º C.",1,POZO COMÚN,ANDE,NO,SI,POR DFICIT,ALTO PARANA,10
106,,,ESC BÁS Nº 7 846,7846,ITAKYRY,KA'AGUY POTY,RURAL,,IND,30,E.E.B,1,NO,,,,MAL ESTADO,ALTO PARANA,10
32,,,ESC.BÁS Nº 7879 TRIGAL III,7879,HERNANDARIAS,Bº TRIGAL III,URBANA,,2,45,E.I Y E.E.B,3,NO,NO,EN GESTIÓN,SI,NUEVA APERTURA DE INSTIUCIÓN,ALTO PARANA,10
89,,,ESC BAS N° 13411 STA CATALINA,13411,STA ROSA DEL MBUTUY,STACATALINA,RURAL,,9,17,E.E.B 1° C,2,POZO ARTESIANO,,EN GESTIÓN,SI,DEFICIT. EL EXISTENTE ES UNA LETRINA COMÚN.,CAAGUAZU,5
107,,,ESC.BÁS.Nº 14.953 GAUDIOSO NÚÑEZ,14953,NUEVA COLOMBIA,BOQUERÓN-CAACUPEMÍ,RURAL,,1,20,1º CICLO - E.E.B.,1,SI,ANDE,SI,SI,"EDIFICIO ABANDONADO , NO CUENTA CON LA MISMA",CORDILLERA,3
33,502138,3457,"ESC. BÁS. Nº 15.021 ""LAURA SOLEDAD OLMEDO ROTELA""",15021,CAAGUAZÚ,ASENT. Bº EMPALADO MI,RURAL,EMPALADO MI,4,140,N.I. Y E.E.B,2,PRIVADO,SI,NO,SI,DÉFICIT PARA EL NIVEL,CAAGUAZU B,5
29,,10867,ESC. BÁSICA Nº 15.251 INMACULADA CONCEPCIÓN,15251,CONCEPCIÓN,PASO BARRETO,RURAL,,2,33,E.I. -E.E.B,1,SENASA,ANDE,M.E.C.,SI,E.I. NO CUENTA CON SANITARIO PROPIO,CONCEPCION,1
7,1501088,9846,ESCUELA BÁSICA Nº 15367,15367,PUERTO PINASCO,KARANDA´Y PUKU,RURAL,,2,79,E.E.B,3,AGUA DE RIO,NO,COMUNITARIO,SI,SOLO CUENTA CON LETRINA,ALTO PARAGUAY,17
21,,,ESC.BÁS.Nº 2091SAN PIO X,2091San,CONCEPCION,SAN PIO X,RURAL,,1,50,E.I Y E.E.B,6,POZO ARTESIANO,ANDE,SI,,COMPARTEN CON LOS OTROS GRADOS,CONCEPCION,1
25,101057,10631,ESC. BÁS. Nº DOMINGO SAVIO,Domingo,CONCEPCIÓN,COSTA PUCU,RURAL,,2,60,"1º,2º CICLO",1,POZO ARTESIANO,SI,SI,SI,ES UNA PRIORIDAD LA CONSTRUCCIÓN POR LA DESCOMPOSICIÓN TOTAL,CONCEPCION,1
28,217015,1776,ESC. BÁS. N°3O28 SAN ROQUE GONZALEZ DE SANTA CRUZ,San,CAPIIBARY,CALLE 8 DE DICIECIEMBRE,RURAL,,2,140,E.E.B,2,SENASA,ANDE,EN GESTIÓN,SI,QUEREMOS CONTAR CON ESTOS SANITARIOS POR QUE LA INSTITUCIÓN NO CUENTA CON SANITARIOS ADECUADOS AOS NIÑOS/AS DE LA ACTITUD.,SAN PEDRO SUR,2
38,208003,1683,"ESCUELA BÁSICA N°2846 ""VIRGEN DE LOURDES""",VirgendeLourdes,SAN ESTANISLAO,BO VIRGEN DE LOURDES,URBANA,,4,73,E.I. Y NM,4,SI,SI,SI,SI,DÉFICIT,SAN PEDRO SUR,2
91,,,SEDE TUTORIAL N° 8,,PARAGUARÍ,PARAGUARI-CENTRO,URBANA,,1,104,N.M.,3,POTABLE,SI,M.E.C.,SI,"SOLICITO 3 SANITARIOS (2 PARA ALUMNOS Y 1 PARA PROESORES) PORQUE LA INSTITUCION A MI CARGO CARECE DE LA MISMA, TENEMOS QUE PRESTAR DE LA VECINA ESCUELA SI QUEREMOS USAR , ADEMAS EL HORARIO DE CLASES NO COICIDE CON EL DE NOSOTROS Y ES UN PROBLEMA TENER A JOVENES Y ADULTOS Y A PROFESORES EN ESTA SITUACION",PARAGUARI,9
28,,,CENTRO Nº 9 - 33,,YBYCUÍ,COL. CÉSAR BARRIENTOS,RURAL,,4,41,EBBJA,2,NO,NO,M.E.C.,SI,LA INSTITUCIÓN NO POSEE SANITARIO,PARAGUARI,9
34,,,CENTRO Nº 9 - 70,,YBYCUÍ,Bº SAN JOSÉ,URBANA,,4,31,EBBJA,2,SENASA,ANDE,M.E.C.,SI,LA INSTITUCIÓN NO POSEE SANITARIO,PARAGUARI,9
132,,,CENTRO Nº 9 - 114,,CARAPEGUÁ,AGUAI'Y,RURAL,,2,25,E.P.,2,SENASA,ANDE,M.E.C.,SI,FALTA DE SANITARIOS DIFERENCIADOS,PARAGUARI,9
134,,,CENTRO Nº 9 - 132,,CARAPEGUÁ,CERRITO,RURAL,,2,26,E.P.,2,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,FALTA DE SANITARIOS DIFERENCIADOS,PARAGUARI,9
136,,,CENTRO Nº 9 - 128,,CARAPEGUÁ,CERRO PINTO,RURAL,,2,27,E.P.,2,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,FALTA DE SANITARIOS DIFERENCIADOS,PARAGUARI,9
138,,,CENTRO Nº 9 - 25,,CARAPEGUÁ,VENILOMA,RURAL,,2,23,E.P.,2,PRIVADO,ANDE,M.E.C.,SI,FALTA DE SANITARIOS DIFERENCIADOS,PARAGUARI,9
