40,,,ESC. BÁS. Nº 961 CNEL. D.E.M. JOSÉ M. ARGAÑA,961,CAPITÁN MEZA,KM. 16,RURAL,,R2 Z2,333,E.E.B.,6,,"LOS SANITARIOS PIERDEN AGUA POR LAS CAÑERIAS QUE ESTAN DENTRO DE LAS PAREDES, ESTA HUMEDAD LLEGA A  LAS CAJAS ELÉCTRICAS,POR ESO ES DE SUMA URGENCIA LA REPARACIÓN.",ITAPUA,7
7,,,ESCUELA BÁSICA Nº 1.006 GRAL. BERNARDINO CABALLERO,1006,SANTÍSIMA TRINIDAD,ASUNCIÓN,URBANA,-,2,533,E.E.B.,2,2,DETERIORO POR USO EXCESIVO Y VIDA ÚTIL,CAPITAL,0
122,1106013,17674,ESC. BÁS. N° 1019 ESPIRITU SANTO,1019,ITAUGUA,CÑIA. POTRERO,URBANA,,R4,230,E.E.B.,2,,"PÉRDIDA DE AGUA, EXCESO DE HUMEDAD EN LAS PAREDES",CENTRAL,11
194,1106028,17679,ESC. BÁS. N° 1021 NUESTRA SEÑORA DEL PERPETUO SOCORRO,1021,ITAUGUA,CÑIA. CAÑADITA,URBANA,,R4,300,E.E.B.,2,,"POR MEJORAR LOS ASPECTOS ESTÉTICOS DE LA CONSTRUCCIÓN: TECHO, PISO Y PINTURA",CENTRAL,11
167,0,17790,ESC. BÁS. N° 1031  SANTIAGO LEGUIZAMÓN ,1031,LUQUE,CALLE – AVENIDA LA RESIDENTA Nº 1173,RURAL,,R2,189,E.E.B,2,,DETERIORO NATURAL SE ENCUENTRA EN MAL ESTADO.,CENTRAL,11
197,0,17790,ESC. BÁS. N° 1031  SANTIAGO LEGUIZAMÓN ,1031,LUQUE,CALLE – AVENIDA LA RESIDENTA Nº 1173,RURAL,,R2,80,3º CICLOE.E.B,2,-,MEJORAR LAS CONDICIONES HIGIENICAS YSALVAGUARDAR LA SALUD DE LOS ALUMNOS.,CENTRAL,11
5,,,ESC. BÁS. N° 1100 SAN ROQUE G. ,1100,YUTY,YUTY,RURAL,,1,282,E.I E.E.B,1,0,SE NECESITA REPARACIÓN DE CAÑERÍAS ,CAAZAPA,6
6,1301008,9057,ESC. BAS. Nº 1302 BRAULIO MENDOZA ARECO,1302,PJC,PJC,RURAL,COL.MAYOR MAFFUCCI POTRERO,2,140,"1º, 2º Y 3ER.CICLOS",6,        -,,AMAMBAY,13
52,,17607,ESCUELA BÁSICA Nº 1.502 PROF. PETRONA M. VDA DE OCAMPOS,1502,CAPIATA,COSTA SALINARES,RURAL,R3,_,570,COMPARTIDO,1,1,REPARACION TOTAL,CENTRAL,11
37,,17607,ESCUELA BÁSICA Nº 1.502 PROF. PETRONA M. VDA DE OCAMPOS,1502,CAPIATA,COSTA SALINARES,RURAL,,R3,570,COMPARTIDO,1,1,REPARACION TOTAL,CENTRAL,11
18,,,ESC. BÁS. Nº 1514 STO. DOMINGO DE GUZMÁN,1514,PDTE. FRANCO,Bº STO. DOMINGO,URBANA, -,3,850,E.I.Y E.E.B.,6,6,PARTE DE PLOMERIA Y  ACCESORIO. ,ALTO PARANA,10
5,,,ESC. BÁS N° 1972 CAP. MAURICIO JOSÉ TROCHE,1972,C. OVIEDO,POTRERITO,RURAL,0,1,167,E.E.B,2,0,REPARCIÓN DE TECHO,CAAGUZU,5
103,,,ESC. BÁS. Nº 2112 SAGRADO CORAZÓN DE J.,2112,CARAPEGUÁ,ÑAGATICUE,RURAL,,2,94,E.E.B,2,,NECESITA REPARACIÓN,PARAGUARI,9
50,,,ESC. BÁS. Nº 2175 PRIV. SUBV. SAN JOSÉ OBRERO,2175,EDELIRA,KM. 21,RURAL,,R2 Z2,309,E.E.B.,5,,POR DETERIORO,ITAPUA,7
144,1106017,17685,ESC. BÁS. N° 2329 NATIVIDAD M. BENITEZ DE PENAYO,2329,ITAUGUA,CÑIA. ALDAMA CAÑADA,URBANA,,R4,218,E.E.B.,5,,"INSTALACION ELECTRICA, PLOMERIA",CENTRAL,11
163,0,17792,ESC. BÁS. N° 2372  LA RESIDENTA ,2372,LUQUE,CALLE – SANTO REY C/ LAS RESIDENTA 4TA CÑIA  ,RURAL,,R2,339,E.E.B,1,,"EL TIPO DE REPARACION QUE REQUIERE EL SANITARIO POR LOS AÑOS DE USO : CAMBIO DE TECHO, PLOMERIA,PISO,GRIFERIA, INODORO, LAVATORIO Y CERRADURAS.",CENTRAL,11
20,,,ESCUELA BÁSICA Nº 2445 ¨SAN FRANSISCO DE ASIS¨,2445,CAMBYRETÁ,Bº SAN FRANCISCO,RURAL,,R4 Z1,450,"1º, 2º Y 3º CICLO",8,8,POR DETERIORO DE LA PINTURA Y LAS ABERTURAS,ITAPUA,7
23,,,ESCUELA BÁSICA Nº 2447,2447,NUEVA ALBORADA,CALLE E 13,URBANA,,R4 Z1,130,"N.I. 1º,2º Y 3º CICLO",,,TERMINACIÓN,ITAPUA,7
4,,,ESC. BÁS. Nº 2926 CRISTO REY,2926,JUAN DE MENA,GUIDO ALMADA II,RURAL,GUIDO ALMADA II,4,130,E.I Y E.E.B,2,1,LOS SANITARIOS NO ESTÁN EN FUNCIONAMIENTO,CORDILLERA,3
48,,,"ESC. BÁS. Nº 2926 ""17 DE DICIEMBRE""",2926,JUAN DE MENA,GUIDO ALMADA I,RURAL,GUIDO ALMADA I,4,140,E.I Y E.E.B,1,1,REQUIERE DE REPARACIÓN,CORDILLERA,3
38,502033,3315,"ESC. BÁS. Nº 4368 ""DIEGO FABIÁN""",4368,CAAGUAZÚ,CONAVI - CÑÍA. W. INSFRÁN,RURAL,,4,220,E.E.B,2,,FALTA DE REPARACIÓN GENERAL.,CAAGUZU,5
31,,,ESC. BÁS. Nº 2961 VIRGEN DEL ROSARIO,2961,PIRIBEBUY,VIRG.DEL ROSARIO,RURAL,-,3,452,E.I. Y E.E.B.,1,-,REPARACIÓN TOTAL.,CORDILLERA,3
68,511088,3876,"ESC. BÁS. Nº 3.130 ""MARÍA AUXILIDORA""",3130,YHÚ,SIDEPAR,RURAL,,R10,100,E.E.B,2,,TERMINACIÓN PROYECTO ALA,CAAGUZU,5
129,7541,17952,ESC. BÁS. N° 3528 NIÑO SALVADOR DEL MUNDO FE Y ALEGRÍA ,3528,AREGUÁ,CAACUPEMI,URBANA,,R3,570,"1°,2° CICLO E.E.B",12,-,PLOMERIA ARREGLO DE CAÑERIA QUE SE ENCUENTRAN EN DEPLORABLE ESTADO,CENTRAL,11
200,7541,17952,ESC. BÁS. N° 3528 NIÑO SALVADOR DEL MUNDO FE Y ALEGRÍA ,3528,AREGUÁ,CAACUPEMI,URBANA,,R3,570,"1°,2° CICLO E.E.B",12,-,PLOMERIA ARREGLO DE CAÑERIA QUE SE ENCUENTRAN EN DEPLORABLE ESTADO,CENTRAL,11
56,,,ESC. BASICA N° 3586 SALTOS DEL MONDAY,3586,PDTE. FRANCO,B° SAN MIGUEL,URBANA, -,3,976,E.E.B,14, -,"DETERIODO DE CAÑERIAS, CANILLAS, PUERTAS, VIDRIOS PARA VENTANAS, PINTURAS, SISTERNAS E INSTALACIONES ELÉCTRICAS",ALTO PARANA,10
3,,,ESC. BÁS. N° 3621 MANUEL FERREIRA,3621,YEGROS,ISLA SACA,RURAL,,1,120,E.I E.E.B,1,0,CAÑERIA Y REVESTIDOS ESTÁN EN DETERIOROS ,CAAZAPA,6
68,1117016,17699,ESC. BÁS. N° 3628 MBOCAYA POTY,3628,YPACARAÍ,MBOCAYATY,URBANA,,R6,60,E.E.B,2,2,POR LA NESESIDAD REPARAR EL BAÑO  QUE FUE DAÑADO POR EL TEMPORAL,CENTRAL,11
84,7540,17992,ESC. BÁS. N° 3725 SAN JOSÉ,3725,AREGUÁ,SAN JOSE OBRERO,URBANA,,R3,297,"1°,2° CICLO E.E.B",6,-,"DETERIORO DE PUERTAS, CAÑERIAS, GRIFOS",CENTRAL,11
33,1117015,18132,ESC. BÁS. N° 3726 SAN JOSÉ,3726,YPACARAÍ,JHUGUA JHU,URBANA,,R6,200,E.E.B,3,3,"REPARACION DE CAÑERIA, LUCES Y PUERTAS",CENTRAL,11
72,7528,18015,ESC. BÁS. N° 3882 SAN MIGUEL ARCÁNGEL ,3882,AREGUÁ,CAACUPEMI,URBANA,,R3,25,NIVEL INICIAL,4,4,LOS SANITARIOS NO ESTAN CONSTRUIDOS ACORDE AL NIVEL DE LOSAS NIÑOS/AS,CENTRAL,11
22,,,ESC. BÁS. Nº 4007 SAGRADO CORAZÓN DE JÉSUS,4007,CAMBYRETÁ,JARDIN DEL SUR - SAN MIGUEL,RURAL,,R4 Z1,750,E.E.B,4,,"SE REQUIRE REPARACIÓN DE PLOMERIA, PARTE ELÉCTRICA, COLOCACIÓN DE AZULEJOS Y PINTURA PARA MEJORAR LOS ASPECTOS ESTÉTICOS Y SANITARIOS DE LA CONSTRUCCIÓN",ITAPUA,7
45,502116,3398,"ESC. BÁS. Nº 4012 ""IVAN BENJAMÍN A. AGUILAR""",4012,CAAGUAZÚ,Bº EMPALADO MI,RURAL,,4,100, E.E.B,1,,FALTA DE REPARACIÓN GENERAL.,CAAGUZU,5
41,502110,3392,ESC. BÁS. Nº 4026 SAN LUIS,4026,CAAGUAZÚ,Bº SAN RAMÓN,RURAL,,4,20,E.I.,-,1,FALTA DE ADECUACIÓN GENERAL.,CAAGUZU,5
49,512027,3949,ESCUELA BASICA Nº 4260,4260,DR. E E ESTIGARRIBIA,SAN JORGE,RURAL,,5,250,E.E.B,6,, POR MEJORAR LOS ASPECTOS ESTÉTICOS DE LA CONSTRUCCIÓN CUENTA CON  DETERIORO DE LA PINTURA Y EL PISO,CAAGUZU,5
43,502101,3383,"ESC. BÁS. Nº 4361 ""SAN ISIDRO LABRADOR""",4361,CAAGUAZÚ,Bº SAN ISIDRO - TORO BLANCO,RURAL,,4,20, E.E.B,2,,FALTA DE REPARACIÓN GENERAL.,CAAGUZU,5
16,,,COL. NAC. CERRITO,,BENJAMÍN ACEVAL,CERRITO,URBANA,,2,30,E.M.,2,,DÉFICIT,PDTE. HAYES,15
181,0,8202,ESC. BÁS. N° 4562  ESPERANZA,4562,LUQUE,AVDA. SAN LUIS Y SANTA LUISA,RURAL,,R2,60,E.E.B-EP,2,-,"CONSTRUCCION INCOMPLETA, ES PRIMORDIAL CONTAR CON SANITARIOS QUE REUNAN LOS REQUERIMIENTOS BASICOS DE SALUBRIDAD",CENTRAL,11
20,,,ESCUELA BÁS. Nº 4705 LA ESPERANZA,4705,YAGUARÓN,CONAVI 2 MBARITÚ,RURAL,,1,126,INICIAL Y E.E.B,9,,FALTA DE MANTENIMIENTO DE PLOMERIA,PARAGUARI,9
27,,,ESC. BÁS. Nº 5058 NUESTRA SRA VIRGEN DE FÁTIMA,5058,NUEVA LONDRES,CARACHÍ,RURAL, -,3,80,1º Y 2º CICLOS,3, -,REPARACIÓN TOTAL POR DETERIORO,CAAGUZU,5
102,7546,18264,ESC. BÁS. N° 5221 SANTA LIBRADA ,5221,AREGUÁ,SANTA LIBRADA,URBANA,,R3,76,"EDUC. INICIAL,1°, 2° CICLO E.E.B",2,-,POR DETERIORO,CENTRAL,11
4,,,"ESC.BÁS. N° 5252""ALEJANDRO F.ESCOBAR""",5252,AYOLAS,ASENT.MISIONES POTY,RURAL,MISIONES POTY,3,71,COMPARTIDO,2,-,PARA MEJORAR EL ASPECTO ESTÉTICO Y PROTEGER LA SALUD DE LOS ALUMNOS DEL NIVEL I.EEB Y MEDIA,MISIONES,8
20,,,"ESC. BÁS. N° 5354 ""12 DE JUNIO""",5354,YABEBYRY,TABAÍ,RURAL,-,3,51,1°Y2° CICLOS,-,2,SE NECESITA CON URGENCIA CONSTRUCCIÓN DE LOS BAÑOS PORQUE  LOS EXISTENTES NO REÚNEN LAS CONDICIONES BÁSICAS DE HIGIENE.,MISIONES,8
34,,,ESC. BÁS. Nº 5533 INMCULADA C. DE MARÍA,5533,SAN ALBERTO,FRACCIÓN 7,URBANA,FRACCION 7,6,60,E.E.B.,3,-,DEPLORABLE ESTADO POR EL USO CONTINUO,ALTO PARANA,10
171,OJO,109965,ESC. BÁS. N° 6104  DEFENSORES DEL CHACO,6104,LUQUE,CALLE 14 DE MALIO - COSTA SOSA ,RURAL,,R2,95,E.E.B,1,,"DETERIORO DE LA CAÑERIA, PISO, CISTERNA Y PINTURA.",CENTRAL,11
198,OJO,109965,ESC. BÁS. N° 6104  DEFENSORES DEL CHACO,6104,LUQUE,CALLE 14 DE MALIO - COSTA SOSA ,RURAL,,R2,61,3º CICLOE.E.B,1,-,"DETERIORO DE LA CAÑERIA,PISO, CISTERNA Y PINTURA",CENTRAL,11
190,1106060,18572,ESC. BÁS. N° 6393 URUNDEY,6393,ITAUGUA,ITAUGUA GUAZU,URBANA,,R4,170,E.E.B.,6,,"DETERIORO DE LA PINTURA, FALTA DE PISO ALREDEDOR DEL BAÑO",CENTRAL,11
137,11533,18603,ESC. BÁS. N° 6414 SANTA MARÍA ,6414,AREGUÁ,CAACUPEMI,URBANA,,R3,61,NIVEL INICIAL,-,2,PARA MEJOR COMODIDAD DE LOS/AS NIÑOS/AS DEL NIVEL INICIAL YA QUE CUENTAN CON UN SANITARIO FUERA DE LA SALA DE CLASE,CENTRAL,11
201,11533,18603,ESC. BÁS. N° 6414 SANTA MARÍA ,6414,AREGUÁ,CAACUPEMI,URBANA,,R3,61,NIVEL INICIAL,-,2,PARA MEJOR COMODIDAD DE LOS/AS NIÑOS/AS DEL NIVEL INICIAL YA QUE CUENTAN CON UN SANITARIO FUERA DE LA SALA DE CLASE,CENTRAL,11
32,12045,17101,ESC. BÁS. N° 6440 BUEN PASTOR,6440,SAN ESTANISLAO,B° VIRGEN DE FATIMA,URBANA,B° VIRGEN DE FATIMA,4,66,E.I Y E.E.B,2,,SE ENCUENTRAN EN MAL ESTADO,SAN PEDRO,2
31,,,ESC. BÁSICA Nº 6687 SAN ANTONIO DE PADUA,6687,SAN LAZARO,VALLEMI,URBANA,,R5 Z7,600,E.E.B,2,,REPARACION,CONCEPCION,1
21,,, ESC. BÁS. Nº 6824 ESPIRITU SANTO,6824,CAMBYRETÁ, Bº ESPIRITU SANTO,RURAL,,R4 Z1,200,"1º, 2º Y 3º CICLO E.E.B",,6,"LOS SANITARIOS LA MAYORIA YA NO FUNCIONAN, EL DETERIORO DE LA PINTURA",ITAPUA,7
4,,,ESC. BÁS. N° 6953 TAIWÁN,6953,C. OVIEDO,VILLA MOREIRA,RURAL,0,1,150,E.E.B,2,0,REPARCIÓN DE TECHO,CAAGUZU,5
43,,,ESC.BÁS.Nº 7056 SAN JUAN,7056,MBUYAPEY,ASENTAMIENTO SAN JUAN,RURAL,ASENTAMIENTO SAN JUAN,4,57,E.E.B.,2,,SE NECESITA UN POSO CIEGO PARA DESAGUE CLOACAL,PARAGUARI,9
128,1117018,10488,ESC. BÁS. N° 7274 LAS RESIDENTAS,7274,YPACARAÍ,ITAPYTANGUA,URBANA,,R6,60,E.E.B ,1,1,POR DESMORONAMIENTO DEL POZO CIEGO ,CENTRAL,11
18,1108084,17279,ESC. BÁS. N° 7348 SAN LUIS ,7348,LIMPIO,PEDRO MELO DE PORTUGAL C/ EUSEBIO AYALA,URBANA,,R1,235,N1,5,,LA INSTITUCIÓN FUE BENEFICIADA CON LA COMPRA DE 5 TERRENOS PARA LA CONSTRUCCIÓN DEL LOCAL ESCOLAR PROPIO POR PARTE DE LA MUNICIPALIDAD DE LIMPIO,CENTRAL,11
93,15844,17565,ESC. BÁS. N° 7595 SAN ANTONIO DE PADUA ,7595,AREGUÁ,CAACUPEMI,URBANA,,R3,16,"DOCENTES,E.I,1°, 2°, CICLO E.E.B",-,1,"FALTA DE VIDRIOS EN LAS VENTANAS, MEJORAR EL ASPECTO ESTÉTICO PARA ALBERGAR MAS DOCENTES",CENTRAL,11
8,,,ESC. BÁS. N° 7653 SANTA TERESITA,7653,BENJAMÍN ACEVAL,SANTA TERESITA,RURAL,,2,15,E.I,1,,NO SE CUENTA CON SANITARIO ADUCUADO PARA EL NIVEL,PDTE. HAYES,15
9,,,ESC. BÁS. N° 7653 SANTA TERESITA,7653,BENJAMÍN ACEVAL,SANTA TERESITA,RURAL,,2,150,E.E.B,3,,LA CANTIDAD CON QUE SE CUENTA ACTUALMENTE ES INSUFICIENTE,PDTE. HAYES,15
51,1118039,17670,ESC. BÁS. Nº 7695 FORTALEZA 123,7695,YPANÉ,YPANÉ CENTRO,URBANA,FORTALEZA 3,2,130,E.E.B,1,,NECESITA REPARACIÓN Y MATENIMIENTO,CENTRAL,11
13,0,18718,ESC. BÁS. N° 7739  VIRGEN DEL CARMEN Y NIÑO JESÚS,7739,CAPIATA,ROJAS CAÑADA,URBANA,,R3,,N1,1er CICLO,3º,T,CENTRAL,11
12,,,ESCUELA BÁSICA N° 1.510 SAN FELIPE Y CENTRO Nº 94 SAN FELIPE,941510,SAN ROQUE,ASUNCIÓN,URBANA, - ,4,300,COMPARTIDO,3,3,REPARACIÓN DE SANITARIOS SEXADOS.,CAPITAL,0
37,,,CENTRO Nº 9- 30 PREBISTERO JOSÉ M. VILLAREAL,9-,YBYCUÍ,Bº SGDO C. DE JESÚS,URBANA,,4,35,EBBJA,3,3,EN PRECARIA CONDICIONES,PARAGUARI,9
24,,,ESCUELA NACIONAL DE COMERCIO Nº 2,,SAN ROQUE,ASUNCIÓN,URBANA,-,4,600,E.E.B. Y E.M.,3,3,"REPARACIÓN, ADECUACIÓN DE SANITARIOS (VARONES)",CAPITAL,0
38,,,JARDÍN INFANTIL Nº 3 OÑONDIVEPA CEBINFA,,SAN ROQUE ,R.L.PETTIT,URBANA, - ,6,35,NI,2, - ,REPARACIÓN DE SANITARIOS Y DESAGUE CLOACAL,CAPITAL,0
91,,,CENTRO DE RECURSO PARA LA EDUCACIÓN PERMANENTE Nº 3,,EMBOSCADA,NAZARETH,URBANA,-,1,100,EDUC. PERMANENTE (EBB Y E.M.A),4,.-,FALTA REPARACIÓN PARA NO TENER SIEMPRE CLAUSURADO,CORDILLERA,3
31,,,COLEGIO NACIONAL DR. JOSÉ G. RODRIGUEZ DE FRANCIA - ESCUELA BÁSICA N° 6 Y SEDE TUTORIAL N° 7,,LA ENCARNACIÓN,ASUNCIÓN,URBANA, - ,4,500,COMPARTIDO,5, - ,REPARACIÓN DE SANITARIOS SEXADOS,CAPITAL,0
10,,,ESCUELA BÁSICA Nº 7 SOTERO COLMÁN Y CENTRO Nº 146 SAN JERÓNIMO,,LA ENCARNACIÓN,ASUNCIÓN,URBANA,-,4,494,COMPARTIDO,3, - ,REPARACIÓN DE SANITARIOS SEXADOS.,CAPITAL,0
1,,,COLEGIO NACIONAL DR. JUAN MANUEL FRUTOS,,SAN ROQUE,DR. ROBERTO L. PETTIT,URBANA,-,1,100,E.E.B ,1,-,REPARACIÓN DE CAÑERIAS.,CAPITAL,0
3,,,COLEGIO NACIONAL EMD NACIONES UNIDAS,,LA CATEDRAL,OBRERO,URBANA,-,1,1650,E.E.B Y E.M.,12,-,"REPARACIÓN DE CAÑERIAS, PISOS,  PAREDES Y ACCESORIOS EN GENERAL",CAPITAL,0
8,,,COLEGIO NACIONAL DR. EDUARDO LÓPEZ MOREIRA,,RECOLETA,SANTA MARÍA,URBANA,-,3,800,E.E.B Y E.M.,12,2,LA INSTITUCIÓN POSSE LOS BAÑOS SEXADOS QUE NO SE PUEDE UTILIZAR POR FALTA DE REPARACIONES URGENTES,CAPITAL,0
17,,,COLEGIO NACIONAL EMD SANTÍSIMA TRINIDAD,,SANTÍSIMA TRINIDAD,ASUNCIÓN,URBANA,-,2,800,E.E.B. Y E.M.,2,-,DETERIORO POR USO EXCESIVO Y VIDA ÚTIL,CAPITAL,0
18,,,COLEGIO NACIONAL PUERTO BOTÁNICO,,SANTÍSIMA TRINIDAD,ASUNCIÓN,URBANA,-,2,200,E.E.B. Y E.M.,2,2,DETERIORO POR USO EXCESIVO Y VIDA ÚTIL,CAPITAL,0
21,,,COLEGIO NACIONAL CNEL. VICENTE MONGELÓS,,SANTÍSIMA TRINIDAD,ASUNCIÓN,URBANA,-,2,356,E.E.B. Y E.M.,2,-,DETERIORO POR USO EXCESIVO Y VIDA ÚTIL,CAPITAL,0
22,,,COLEGIO NACIONAL PARAGUAYO JAPONÉS,,SANTÍSIMA TRINIDAD,ASUNCIÓN,URBANA,-,2,300,E.E.B. Y E.M.,2,-,DETERIORO POR USO EXCESIVO Y VIDA ÚTIL,CAPITAL,0
25,,,COLEGIO NACIONAL EMD GRAL. PABLO L. ÁVILA ,,LA RECOLETA, SAN PABLO,URBANA,-,5,1342,E.E.B. Y E.M.,4,4,NECESITA LA ADECUACION Y REPARACION DE 4 BANOS DE NINAS Y LA REMODELACION DE UN BANO CON 4 BOXES PARA VARONES,CAPITAL,0
26,,,COLEGIO NACIONAL EMD. DR. EDUARDO ALVARÍN ROMERO,,LA RECOLETA,VILLA MORRA,URBANA,-,5,400,E.E.B. Y E.M.,8,2,SE NECESITA CON SUMA URGENCIA LA REPARACION Y ADECUACION DE LOS SANITARIOS EXISTENTES,CAPITAL,0
27,,,COLEGIO NACIONAL JUAN EUDORO CÁCERES,,LA RECOLETA,SAN PABLO,URBANA,-,5,380,E.E.B. Y E.M.,4,-,SE NECESITA CON SUMA URGENCIA LA REPARACION Y ADECUACION DE LOS SANITARIOS EXISTENTES,CAPITAL,0
29,,,COLEGIO NACIONAL FULGENCIO R. MORENO,,LA RECOLETA,TEMBETARY,URBANA,-,5,148,E.E.B.,12,-,"LOS SANITARIOS NECESITAN CON SUMA URGENCIA REPARACIÓN DE CAÑERÌAS, INODOROS Y CISTERNAS",CAPITAL,0
32,,,COLEGIO NACIONAL ADELA SPERATTI,,SAN ROQUE,ASUNCIÓN,URBANA, - ,4,325,COMPARTIDO,2, - ,REPARACIÓN DE SANITARIOS SEXADOS,CAPITAL,0
39,,,COLEGIO NACIONAL DR. IGNACIO A. PANE,,SAN ROQUE ,REPUBLICANO,URBANA, - ,6,120,NM Y E.E.B,6, - ,REPARACIÓN DE SANITARIOS Y DESAGUE CLOACAL,CAPITAL,0
1,,,COL.DPTAL CONCEPCION,,CONCEPCION,CONCEPCION,URBANA,-,1,355,EE.M. Y E.M.,2,2,POR DETERIORO,CONCEPCION,1
5,,,COLEGIO NACIONAL AGUSTIN F. DE PINEDO,,CONCEPCION,CONCEPCIÓN,URBANA,-,1,106,E.M,1,,CAÑERIA ROTAS CAUSAN INUNDACIÓN.,CONCEPCION,1
7,,,CENTRO 1-4,,CONCEPCION,INMACULADA,URBANA,-,1,50,E.P.,2,2,POR DETERIORO,CONCEPCION,1
8,,,CENTRO 1-50,,CONCEPCION,SAN JOSE OLERO,URBANA,-,1,46,E.P.,2,2,POR DETERIORO,CONCEPCION,1
